,Unnamed: 0,Job Title,Company,Location,Salary,Job Description,Post Date,Extract Date
157,244,Software Engineer,eBay Inc.,"New York, NY",,"You will be working with other data scientists and data engineers in a team which includes creating new AI/ML models, deploy models in recommendation products…",Posted30+ days ago,2022-05-05
158,247,Software Developer,Hi-tek Data,"Syosset, NY 11791",Estimated $88.4K - $112K a year,Hi-Tek Data is looking for a go-getter who has experience thinking on their feet and being resourceful in a fast-paced environment.,Posted30+ days ago,2022-05-05
159,249,Engineer - Software Development,Amex,"New York, NY",,"Experience with version control software’s like git and CI/CD testing/automation experience.
Takes part in reviews of own work and reviews of colleagues' work.",Posted30+ days ago,2022-05-05
160,251,"Android Engineer NEW YORK, NYTECHNOLOGY – SOFTWARE",Tonal,"New York, NY+1 location",,All requests will be addressed and responded to in accordance with Tonal’s Accessibility Policy and local legislation.,Posted30+ days ago,2022-05-05
161,252,"Software Engineer, Front End",Notion,"New York, NY",Estimated $117K - $148K a year,Notion is also committed to providing reasonable accommodations for qualified individuals with disabilities and disabled veterans in our job application…,Posted30+ days ago,2022-05-05
162,253,"Principal Software Engineer, Edge Network",GoDaddy,"Remote in New York, NY+1 location",,"Experience in DevOps and/or & managing cloud automation such as building Docker containers and AMIs, deploying to Kubernetes, deploying static sites to Amazon…",Posted23 days ago,2022-05-05
163,256,Sr. Software Engineer,McGraw Hill,Remote in New York State,,"5+ Years of experience in product or enterprise software development.
Ability to work across functional and domain boundaries to deliver software on time and…",Posted30+ days ago,2022-05-05
164,257,iOS Software Engineer,Amazon.com Services LLC,"New York, NY",,"A sign-on bonus and restricted stock units may be provided as part of the compensation package, in addition to a full range of medical, financial, and/or other…",Posted30+ days ago,2022-05-05
165,258,Software Engineer,Voyager Digital,"Remote in New York, NY+1 location",Estimated $146K - $185K a year,"Using Continuous Delivery practices and DevOps tools to deliver software.
7+ years of recent hands-on coding and software design.",Posted30+ days ago,2022-05-05
166,259,"Software Engineer, Fullstack",CB Insights,"Remote in New York, NY+1 location",Estimated $101K - $128K a year,"Participate in code reviews and sprint planning, help identify opportunities, work through challenges and share knowledge with colleagues.",Posted30+ days ago,2022-05-05
167,260,IS Junior Software Developer,American Arbitration Association,"New York, NY 10271 (Financial District area)",,"Develops applications, Application Programming Interface (APIs), and modules supporting system applications using java, java scripting utilizing relevant…",Posted22 days ago,2022-05-05
168,261,"Software Engineer, Retail Media",Criteo,"New York, NY 10016 (Gramercy area)",Estimated $108K - $136K a year,Be hands-on and work with fellow engineers to implement and maintain fault tolerant code that will be used by hundreds of millions of Internet users around the…,Posted30+ days ago,2022-05-05
169,262,Java Software Engineer II,Bank of America,"New York, NY+6 locations",,"Ensures that software is developed to meet functional, non-functional, and compliance requirements.
You will be responsible for developing required intra-day…",Posted30+ days ago,2022-05-05
170,263,"Senior Software Engineer, Backend",BDG,"New York, NY",Estimated $135K - $171K a year,"5+ years of software engineering experience.
Strong software development skills and computer science fundamentals.",Posted30+ days ago,2022-05-05
171,265,Junior Software Engineer,L3Harris Technologies,"Rochester, NY+1 location",,"Design, implement, test, and maintain embedded software for real-time control of advanced tactical radio equipment.
Experience with mentoring of engineers.",Posted11 days ago,2022-05-05
172,268,Staff Software Engineer,GE Digital,"New York, NY",,"Be responsible for providing technical leadership and defining, developing, and evolving software in a fast paced and agile development environment using the…",Posted30+ days ago,2022-05-05
173,269,Software Engineer 3,Comcast,"New York, NY 10001 (Chelsea area)",,"Acts as a resource for colleagues with less experience.
Responsible for planning and designing new software and web applications.
Comfort in a Linux ecosystem.",Posted30+ days ago,2022-05-05
174,271,"Software Engineer, Retail Media",Criteo,"New York, NY 10016 (Gramercy area)",Estimated $108K - $136K a year,Be hands-on and work with fellow engineers to implement and maintain fault tolerant code that will be used by hundreds of millions of Internet users around the…,Posted30+ days ago,2022-05-05
175,272,Software QA Engineer,Pitcher,"Remote in New York, NY 10044",Estimated $79.1K - $100K a year,"Curiosity in understanding modern software architecture and how things are built.
Minimum of 3 years of experience in the similar position.",Posted30+ days ago,2022-05-05
176,273,Lead Software Engineer (remote),Ordermark,"Remote in New York, NY",Estimated $157K - $199K a year,"Extensive software engineering experience with a proven track record of delivering quality software.
Resolves conflicts and sets direction amongst engineers.",Posted15 days ago,2022-05-05
177,278,Software Engineer,Wework,"New York, NY+3 locations",,"Demonstrated architecture skills at a multi-system level and writing scalable, efficient and clean code.
Enjoy systems designing through leading designs of…",Posted30+ days ago,2022-05-05
178,279,FRONT-END SOFTWARE DEVELOPER,Brandon Systems,"Remote in Farmingdale, NY",Estimated $95.1K - $120K a year,"Be able to conceptualize full project life cycle.
Experience with modern version control (Git, SVN, TFS, etc).
Contract position or full time.",Posted30+ days ago,2022-05-05
179,283,Software Development Engineer I,Luma Financial Technologies,"Hybrid remote in New York, NY 10036+1 location",Estimated $115K - $146K a year,"Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews…",Posted29 days ago,2022-05-05
180,284,Software Engineer BSP,"North Atlantic Industries, Inc","Bohemia, NY 11716",Estimated $99.8K - $126K a year,"Must have experience with embedded software development, preferably embedded Linux or VxWorks.
Minimum 5 years of engineering and/or software programming…",Posted30+ days ago,2022-05-05
181,285,Software Engineer II,Resideo,"Remote in Melville, NY 11747",,"You will be involved in every aspect of the systems life cycle, from the front end of business development through the product end of life.",Posted30+ days ago,2022-05-05
182,287,Software Engineer,Wework,"New York, NY+1 location",,"Demonstrated architecture skills at a multi-system level and writing scalable, efficient and clean code.
Enjoy systems designing through leading designs of…",Posted30+ days ago,2022-05-05
183,288,FRONT-END SOFTWARE DEVELOPER,Brandon Systems,"Remote in Farmingdale, NY",Estimated $95.1K - $120K a year,"Be able to conceptualize full project life cycle.
Experience with modern version control (Git, SVN, TFS, etc).
Contract position or full time.",Posted30+ days ago,2022-05-05
184,292,Software Development Engineer I,Luma Financial Technologies,"Hybrid remote in New York, NY 10036",Estimated $115K - $146K a year,"Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews…",Posted29 days ago,2022-05-05
185,293,Software Engineer BSP,"North Atlantic Industries, Inc","Bohemia, NY 11716",Estimated $99.8K - $126K a year,"Must have experience with embedded software development, preferably embedded Linux or VxWorks.
Minimum 5 years of engineering and/or software programming…",Posted30+ days ago,2022-05-05
186,297,Software Engineer in Test - 100% remote,Radian,"Remote in New York, NY",,"Source control systems, Git, Bitbucket, or similar.
Understands source control management and build processes.
Strong coding aptitude is a must.",Posted30+ days ago,2022-05-05
187,298,Software Engineer - Back-End (Mid - Senior Level),Olo,"Remote in New York, NY 10012",Estimated $116K - $146K a year,"We offer great benefits, such as 20 days of Paid Time Off, fully paid health, dental and vision care premiums, a 401k match, company equity, a generous parental…",Posted30+ days ago,2022-05-05
188,299,Sr Software Engineer in Test - Opportunity for Working Remot...,VMware,"Temporarily Remote in New York, NY+1 location",,"Design and develop test automation for different modules of the product using python / java / bash.
You have an analytical mind and a passion for the craft of…",Posted14 days ago,2022-05-05
189,300,"Software Engineer (Front End), Institutional Trading",BlockFi,"New York, NY",Estimated $126K - $159K a year,"You will collaborate closely with design, product management, and back end engineers to create a world class product suite for our clients.",Posted30+ days ago,2022-05-05
190,306,Staff Software Engineer,GlossGenius,"Remote in New York, NY",Estimated $149K - $189K a year,Tens of thousands of small business owners have chosen to rely on GlossGenius every day to run their entire set of business operations.,Posted30+ days ago,2022-05-05
